@W: CS133 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":137:30:137:41|Ignoring property syn_preserve
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[20][22:20] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[20][19:18] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[20][14:13] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[20][6:5] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[21][4:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[21][1:0] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[22][31:3] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[23][31:5] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[23][3:0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[25][1:0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][22:21] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][18:16] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][15] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][14:12] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][11:10] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][9] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][8:7] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[26][6:5] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[27][16:15] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[27][14:13] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[27][12] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[27][11] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[27][8:7] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[27][6] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[27][5:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[28][4:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[28][1:0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[30][31:5] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[30][3:0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[32][4:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][22:21] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][20:18] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][17] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][16:15] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][14:13] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][12] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][11:10] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][9:7] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][6:4] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[33][1] assign 0, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[34][31:10] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[34][9:8] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[34][7:6] assign 0, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[34][2:0] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[35][4:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[35][1:0] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[36][31:2] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[37][31:5] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[37][3:0] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[39][4:0] assign 0, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][31:26] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][25] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][24:23] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][22:21] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][20:19] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][18] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][14:13] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][12:11] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][8] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][6:5] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[40][3:2] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][31:17] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][16:15] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][14:11] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][10] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][9] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][8:5] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][4:3] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[41][2] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[42][4:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[42][1:0] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][31:23] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][22] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][21:20] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][19:18] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][17:15] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][14] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][13:12] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][11] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][10] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][9:8] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][7] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][6] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[43][5:0] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[44][4:3] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[44][1:0] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[45][31:1] assign 0, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[46][2:1] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[46][0] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[47][3:2] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[48][3:2] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[49][5:4] assign 1, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[49][2:0] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[50][31:6] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[50][5] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[50][4] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[50][3:2] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[50][1:0] assign 0, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[51][31:5] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[51][4] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[51][3] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[51][2:1] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[52][31:4] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[52][3] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[52][2] assign 0, register removed by optimization
@W: CL251 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[52][1] assign 1, register removed by optimization
@W: CL250 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":350:0:350:8|All reachable assignments to bootROM[52][0] assign 0, register removed by optimization
@W: CL169 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":377:0:377:8|Pruning unused register xtrp[9:0]. Make sure that there are no unused intermediate registers.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning register bit 7 of txd[7:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL279 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":377:0:377:8|Pruning register bits 31 to 10 of newest_def[31:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":377:0:377:8|Pruning register bit 7 of cells[7:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":841:0:841:8|Pruning register bit 4 of SPI1_8_div_counter[4:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning register bit 6 of txd[6:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":377:0:377:8|Pruning register bit 7 of ccell[7:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":377:0:377:8|Pruning register bit 31 of word_in[0][31:24]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning register bit 5 of txd[5:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL169 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":841:0:841:8|Pruning unused register SPI1_8_div_counter[3:0]. Make sure that there are no unused intermediate registers.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning register bit 4 of txd[4:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning register bit 3 of txd[3:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL257 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Register bit 2 always 0, optimizing ...
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning register bit 2 of txd[2:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL257 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Register bit 1 always 0, optimizing ...
@W: CL260 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning register bit 1 of txd[1:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL257 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Register bit 0 always 0, optimizing ...
@W: CL169 :"D:\MyStuff\Projects\Forth_Processor2-Lattice - dg\Diamond\Demitri Demo\impl1\source\Forth_Proc.sv":795:0:795:8|Pruning unused register txd[0]. Make sure that there are no unused intermediate registers.

